feature,assignation_round,annotations_subset,feature_type,feature_output,feature_biotype,community_flag
Gm14654-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14661-exon,long_exon,long,exon,gene_name,antisense,False
Gm14662-exon,long_exon,long,exon,gene_name,antisense,False
Gm14666-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14668-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14692-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14696-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14703-exon,long_exon,long,exon,gene_name,antisense,False
Gm14713-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14718-exon,long_exon,long,exon,gene_name,antisense,False
Gm14719-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14725-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14735-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14740-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14750-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14754-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14766-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14769-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14770-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14774-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14775-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14780-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14781-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14785-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14791-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14795-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14796-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14799-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14806-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14808-exon,long_exon,long,exon,gene_name,antisense,False
Gm14810-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14812-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14815-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14816-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14817-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14820-exon,long_exon,long,exon,gene_name,antisense,False
Gm14824-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14827-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14828-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14829-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14832-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14840-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14843-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14847-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14849-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14858-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14860-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14861-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14863-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14864-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14869-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14877-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14878-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14886-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14890-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14894-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14895-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14899-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14900-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14902-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14910-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14912-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14914-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14917-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14919-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14921-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14925-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14928-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14929-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14933-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14936-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14938-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14939-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14942-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14946-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14963-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14964-exon,long_exon,long,exon,gene_name,antisense,False
Gm14965-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14966-exon,long_exon,long,exon,gene_name,antisense,False
Gm14976-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14977-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14988-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14990-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14991-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14999-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15002-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15003-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15007-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15016-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15018-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15025-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15027-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15031-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15041-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15044-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15050-exon,long_exon,long,exon,gene_name,antisense,False
Gm15063-exon,long_exon,long,exon,gene_name,antisense,False
Gm15066-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15074-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15077-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15080-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15082-exon,long_exon,long,exon,gene_name,antisense,False
Gm15085-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15086-exon,long_exon,long,exon,gene_name,antisense,False
Gm15091-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15093-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15097-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15099-exon,long_exon,long,exon,gene_name,antisense,False
Gm15100-exon,long_exon,long,exon,gene_name,antisense,False
Gm15104-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15105-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15107-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15109-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15114-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15124-exon,long_exon,long,exon,gene_name,antisense,False
Gm15127-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15128-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15133-exon,long_exon,long,exon,gene_name,antisense,False
Gm15138-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15152-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15153-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15155-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15159-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15165-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15169-exon,long_exon,long,exon,gene_name,antisense,False
Gm15170-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15178-exon,long_exon,long,exon,gene_name,antisense,False
Gm15179-exon,long_exon,long,exon,gene_name,antisense,False
Gm15180-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15182-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15183-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15186-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15188-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15190-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15191-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15197-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15200-exon,long_exon,long,exon,gene_name,antisense,False
Gm15201-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm15207-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15208-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15209-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15222-exon,long_exon,long,exon,gene_name,antisense,False
Gm15228-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15232-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15234-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15236-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15241-exon,long_exon,long,exon,gene_name,antisense,False
Gm15246-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm15247-exon,long_exon,long,exon,gene_name,antisense,False
Gm15261-exon,long_exon,long,exon,gene_name,antisense,False
Gm15262-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15263-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15265-exon,long_exon,long,exon,gene_name,antisense,False
Gm15266-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15268-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm1527-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15270-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm15271-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15283-exon,long_exon,long,exon,gene_name,antisense,False
Gm15286-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm15287-exon,long_exon,long,exon,gene_name,antisense,False
Gm15295-exon,long_exon,long,exon,gene_name,antisense,False
Gm15298-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15318-exon,long_exon,long,exon,gene_name,antisense,False
Gm15319-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15322-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15325-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15326-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15327-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm15328-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15336-exon,long_exon,long,exon,gene_name,antisense,False
Gm15337-exon,long_exon,long,exon,gene_name,antisense,False
Gm15342-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm15343-exon,long_exon,long,exon,gene_name,antisense,False
Gm15344-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm15345-exon,long_exon,long,exon,gene_name,antisense,False
Gm15347-exon,long_exon,long,exon,gene_name,antisense,False
Gm15348-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15351-exon,long_exon,long,exon,gene_name,antisense,False
Gm15353-exon,long_exon,long,exon,gene_name,antisense,False
Gm15354-exon,long_exon,long,exon,gene_name,antisense,False
Gm15356-exon,long_exon,long,exon,gene_name,antisense,False
Gm15358-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15366-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15368-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15369-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15370-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15371-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15372-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15373-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15374-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15375-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15376-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm15377-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15379-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15381-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15382-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15383-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15384-exon,long_exon,long,exon,gene_name,antisense,False
Gm15390-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15395-exon,long_exon,long,exon,gene_name,antisense,False
Gm15396-exon,long_exon,long,exon,gene_name,antisense,False
Gm15398-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15401-exon,long_exon,long,exon,gene_name,antisense,False
Gm15406-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15407-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15408-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15409-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15410-exon,long_exon,long,exon,gene_name,antisense,False
Gm15412-exon,long_exon,long,exon,gene_name,antisense,False
Gm15413-exon,long_exon,long,exon,gene_name,antisense,False
Gm15417-exon,long_exon,long,exon,gene_name,antisense,False
Gm15418-exon,long_exon,long,exon,gene_name,antisense,False
Gm15419-exon,long_exon,long,exon,gene_name,antisense,False
Gm15420-exon,long_exon,long,exon,gene_name,antisense,False
Gm15422-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15423-exon,long_exon,long,exon,gene_name,antisense,False
Gm15441-exon,long_exon,long,exon,gene_name,antisense,False
Gm15443-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15444-exon,long_exon,long,exon,gene_name,antisense,False
Gm15445-exon,long_exon,long,exon,gene_name,antisense,False
Gm15446-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15455-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15460-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15462-exon,long_exon,long,exon,gene_name,antisense,False
Gm15469-exon,long_exon,long,exon,gene_name,antisense,False
Gm15470_Gm14788-exon,long_exon,long,exon,gene_name,processed_pseudogene,True
Gm15472-exon,long_exon,long,exon,gene_name,sense_intronic,False
Gm15473-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15475-exon,long_exon,long,exon,gene_name,antisense,False
Gm15477-exon,long_exon,long,exon,gene_name,antisense,False
Gm15479-exon,long_exon,long,exon,gene_name,sense_intronic,False
Gm15481-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15482-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm15485-exon,long_exon,long,exon,gene_name,antisense,False
Gm15488-exon,long_exon,long,exon,gene_name,unitary_pseudogene,False
Gm15489-exon,long_exon,long,exon,gene_name,antisense,False
Gm15491-exon,long_exon,long,exon,gene_name,antisense,False
Gm15492-exon,long_exon,long,exon,gene_name,antisense,False
Gm15494-exon,long_exon,long,exon,gene_name,antisense,False
Gm15497-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15498-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15502-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15503-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm15506-exon,long_exon,long,exon,gene_name,transcribed_unitary_pseudogene,False
Gm15507-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm15508-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15509-exon,long_exon,long,exon,gene_name,sense_intronic,False
Gm15510-exon,long_exon,long,exon,gene_name,antisense,False
Gm15511-exon,long_exon,long,exon,gene_name,antisense,False
Gm15512-exon,long_exon,long,exon,gene_name,antisense,False
Gm15513-exon,long_exon,long,exon,gene_name,sense_intronic,False
Gm15519-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15522-exon,long_exon,long,exon,gene_name,antisense,False
Gm15524-exon,long_exon,long,exon,gene_name,antisense,False
Gm15527-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm15528-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15530-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15533-exon,long_exon,long,exon,gene_name,antisense,False
Gm15535-exon,long_exon,long,exon,gene_name,sense_intronic,False
Gm15537-exon,long_exon,long,exon,gene_name,antisense,False
Gm15538-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15539-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15541-exon,long_exon,long,exon,gene_name,antisense,False
Gm15544-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15545-exon,long_exon,long,exon,gene_name,antisense,False
Gm15546-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15547-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15549-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15550-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm15557-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm15559-exon,long_exon,long,exon,gene_name,antisense,False
Gm15562-exon,long_exon,long,exon,gene_name,sense_intronic,False
